table,module,chemin,acces,nb_references,domaine_module
school_calendar_days,lib/schoolCalendar,lib/schoolCalendar.js,R,2,transverse
school_calendar_years,lib/schoolCalendar,lib/schoolCalendar.js,R,1,transverse
security_events,lib/accountMerge,lib/accountMerge.js,RW,8,identite
security_events,lib/auditLog,lib/auditLog.js,W,1,transverse
security_events,lib/securityEventsQuery,lib/securityEventsQuery.js,R,2,transverse
security_events,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
security_events,scripts/purge-audit-logs,scripts/purge-audit-logs.js,RW,2,script
species_interactions,lib/shared/foodWebCore,lib/shared/foodWebCore.js,RW,5,biodiversite
species_interactions,routes/food-web,routes/food-web.js,R,1,biodiversite
species_interactions,routes/plants,routes/plants.js,R,2,biodiversite
species_interactions,scripts/audit-pedago-content,scripts/audit-pedago-content.js,R,1,script
species_interactions,scripts/import-biodiv-pedago,scripts/import-biodiv-pedago.js,RW,2,script
sync_actions,lib/accountMerge,lib/accountMerge.js,W,1,identite
sync_actions,lib/moodle/journal,lib/moodle/journal.js,W,1,identite
sync_actions,lib/moodle/undo,lib/moodle/undo.js,RW,2,identite
sync_actions,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
sync_conflicts,lib/accountMerge,lib/accountMerge.js,RW,4,identite
sync_conflicts,lib/moodle/apply,lib/moodle/apply.js,RW,2,identite
sync_conflicts,lib/moodle/conflicts,lib/moodle/conflicts.js,RW,2,identite
sync_conflicts,routes/admin/moodle,routes/admin/moodle.js,R,1,identite
sync_pending_matches,lib/moodle/apply,lib/moodle/apply.js,RW,3,identite
sync_pending_matches,lib/moodle/pendingMatches,lib/moodle/pendingMatches.js,RW,5,identite
sync_pending_matches,routes/admin/moodle,routes/admin/moodle.js,R,1,identite
sync_runs,lib/accountMerge,lib/accountMerge.js,RW,7,identite
sync_runs,lib/moodle/journal,lib/moodle/journal.js,W,3,identite
sync_runs,lib/moodle/syncRun,lib/moodle/syncRun.js,RW,8,identite
sync_runs,lib/moodle/undo,lib/moodle/undo.js,RW,4,identite
sync_runs,routes/admin/moodle,routes/admin/moodle.js,R,1,identite
sync_runs,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
task_assignments,lib/accountMerge,lib/accountMerge.js,RW,4,identite
task_assignments,lib/notifications,lib/notifications.js,R,1,social
task_assignments,lib/rbac,lib/rbac.js,R,2,identite
task_assignments,lib/studentDeletion,lib/studentDeletion.js,RW,2,identite
task_assignments,lib/studentTaskEnrollment,lib/studentTaskEnrollment.js,R,1,taches
task_assignments,lib/taskDeadlineReminders,lib/taskDeadlineReminders.js,R,1,taches
task_assignments,lib/taskStatusRecalc,lib/taskStatusRecalc.js,R,1,taches
task_assignments,lib/tasks/assignmentSeat,lib/tasks/assignmentSeat.js,RW,2,taches
task_assignments,lib/tasks/taskQueries,lib/tasks/taskQueries.js,R,1,taches
task_assignments,routes/rbac,routes/rbac.js,W,1,identite
task_assignments,routes/stats,routes/stats.js,R,2,transverse
task_assignments,routes/tasks,routes/tasks.js,RW,6,taches
task_assignments,routes/tasks/assignments,routes/tasks/assignments.js,RW,5,taches
task_assignments,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
task_assignments,scripts/backfill-users-unification,scripts/backfill-users-unification.js,RW,3,script
task_assignments,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,RW,3,script
task_assignments,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,RW,3,script
task_logs,lib/accountMerge,lib/accountMerge.js,RW,4,identite
task_logs,lib/studentDeletion,lib/studentDeletion.js,W,1,identite
task_logs,routes/rbac,routes/rbac.js,W,1,identite
task_logs,routes/tasks,routes/tasks.js,W,1,taches
task_logs,routes/tasks/assignments,routes/tasks/assignments.js,W,3,taches
task_logs,routes/tasks/logs,routes/tasks/logs.js,RW,4,taches
task_logs,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
task_logs,scripts/backfill-users-unification,scripts/backfill-users-unification.js,RW,3,script
task_logs,scripts/image-migration-report,scripts/image-migration-report.js,R,1,script
task_logs,scripts/migrate-images-to-disk,scripts/migrate-images-to-disk.js,RW,3,script
task_logs,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,RW,4,script
task_logs,scripts/reconcile-orphan-uploads,scripts/reconcile-orphan-uploads.js,R,1,script
task_markers,lib/recurringTasks,lib/recurringTasks.js,RW,3,taches
task_markers,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,1,transverse
task_markers,lib/tasks/taskQueries,lib/tasks/taskQueries.js,RW,3,taches
task_markers,routes/task-projects,routes/task-projects.js,RW,2,taches
task_markers,routes/tasks,routes/tasks.js,R,3,taches
task_markers,routes/tutorials,routes/tutorials.js,R,1,pedagogie
task_markers,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,R,1,script
task_projects,lib/autoArchive,lib/autoArchive.js,W,1,taches
task_projects,lib/syncTaskProjectCompletion,lib/syncTaskProjectCompletion.js,RW,2,taches
task_projects,lib/tasks/taskImport,lib/tasks/taskImport.js,RW,3,taches
task_projects,lib/tasks/taskQueries,lib/tasks/taskQueries.js,R,1,taches
task_projects,routes/context-comments,routes/context-comments.js,R,1,social
task_projects,routes/groups,routes/groups.js,R,1,identite
task_projects,routes/task-projects,routes/task-projects.js,RW,14,taches
task_projects,routes/tasks,routes/tasks.js,R,2,taches
task_referents,lib/accountMerge,lib/accountMerge.js,RW,4,identite
task_referents,lib/notifications,lib/notifications.js,R,1,social
task_referents,lib/recurringTasks,lib/recurringTasks.js,RW,3,taches
task_referents,lib/tasks/taskQueries,lib/tasks/taskQueries.js,RW,3,taches
task_referents,routes/tasks,routes/tasks.js,R,1,taches
task_species,lib/recurringTasks,lib/recurringTasks.js,RW,3,taches
task_species,lib/speciesJunction,lib/speciesJunction.js,RW,3,biodiversite
task_species,routes/task-projects,routes/task-projects.js,RW,2,taches
task_species,scripts/import-biodiv-pedago,scripts/import-biodiv-pedago.js,RW,2,script
task_tutorials,lib/recurringTasks,lib/recurringTasks.js,RW,3,taches
task_tutorials,lib/taskTutorialPrerequisites,lib/taskTutorialPrerequisites.js,R,1,taches
task_tutorials,lib/tasks/taskQueries,lib/tasks/taskQueries.js,RW,3,taches
task_tutorials,lib/tutorialDedup,lib/tutorialDedup.js,W,2,pedagogie
task_tutorials,routes/task-projects,routes/task-projects.js,RW,2,taches
task_tutorials,routes/tasks,routes/tasks.js,R,1,taches
task_tutorials,routes/tutorials,routes/tutorials.js,R,6,pedagogie
task_zones,database,database.js,W,1,migration-runtime
task_zones,lib/recurringTasks,lib/recurringTasks.js,RW,3,taches
task_zones,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,1,transverse
task_zones,lib/tasks/taskQueries,lib/tasks/taskQueries.js,RW,3,taches
task_zones,routes/task-projects,routes/task-projects.js,RW,2,taches
task_zones,routes/tasks,routes/tasks.js,R,3,taches
task_zones,routes/tutorials,routes/tutorials.js,R,1,pedagogie
task_zones,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,R,1,script
tasks,database,database.js,RW,2,migration-runtime
tasks,lib/autoArchive,lib/autoArchive.js,W,1,taches
tasks,lib/notificationEvents,lib/notificationEvents.js,R,1,social
tasks,lib/rbac,lib/rbac.js,R,2,identite
tasks,lib/recurringTasks,lib/recurringTasks.js,RW,8,taches
tasks,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,2,transverse
tasks,lib/studentDeletion,lib/studentDeletion.js,R,2,identite
tasks,lib/studentTaskEnrollment,lib/studentTaskEnrollment.js,R,1,taches
tasks,lib/syncTaskProjectCompletion,lib/syncTaskProjectCompletion.js,R,1,taches
tasks,lib/taskDeadlineReminders,lib/taskDeadlineReminders.js,R,1,taches
tasks,lib/taskStatusRecalc,lib/taskStatusRecalc.js,RW,2,taches
tasks,lib/tasks/assignmentSeat,lib/tasks/assignmentSeat.js,R,1,taches
tasks,lib/tasks/taskImport,lib/tasks/taskImport.js,RW,2,taches
tasks,lib/tasks/taskQueries,lib/tasks/taskQueries.js,RW,2,taches
tasks,routes/context-comments,routes/context-comments.js,R,1,social
tasks,routes/groups,routes/groups.js,W,1,identite
tasks,routes/stats,routes/stats.js,R,2,transverse
tasks,routes/task-projects,routes/task-projects.js,RW,5,taches
tasks,routes/tasks,routes/tasks.js,RW,21,taches
tasks,routes/tasks/assignments,routes/tasks/assignments.js,RW,4,taches
tasks,routes/tasks/logs,routes/tasks/logs.js,R,1,taches
tasks,routes/tasks/media,routes/tasks/media.js,R,1,taches
tasks,routes/tasks/proposals,routes/tasks/proposals.js,W,2,taches
tasks,routes/tutorials,routes/tutorials.js,R,2,pedagogie
tasks,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
tasks,scripts/cleanup-dev-data,scripts/cleanup-dev-data.js,RW,3,script
tasks,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,R,3,script
tasks,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,RW,3,script
tracked_individuals,routes/individuals,routes/individuals.js,RW,6,biodiversite
tracked_individuals,routes/pedago-sessions,routes/pedago-sessions.js,R,1,pedagogie
tutorial_markers,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,1,transverse
tutorial_markers,lib/tutorialDedup,lib/tutorialDedup.js,W,2,pedagogie
tutorial_markers,routes/tutorials,routes/tutorials.js,RW,5,pedagogie
tutorial_zones,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,1,transverse
tutorial_zones,lib/tutorialDedup,lib/tutorialDedup.js,W,2,pedagogie
tutorial_zones,routes/tutorials,routes/tutorials.js,RW,5,pedagogie
tutorials,lib/fmUserJournal,lib/fmUserJournal.js,R,5,pedagogie
tutorials,lib/importTutosFromFilesystem,lib/importTutosFromFilesystem.js,RW,4,pedagogie
tutorials,lib/inlineLegacyTutorialHtml,lib/inlineLegacyTutorialHtml.js,RW,2,pedagogie
tutorials,lib/learningGatingAdmin,lib/learningGatingAdmin.js,R,1,pedagogie
tutorials,lib/mediaLibraryUsage,lib/mediaLibraryUsage.js,R,2,transverse
tutorials,lib/recurringTasks,lib/recurringTasks.js,R,1,taches
tutorials,lib/taskTutorialPrerequisites,lib/taskTutorialPrerequisites.js,R,1,taches
tutorials,lib/tasks/taskQueries,lib/tasks/taskQueries.js,R,1,taches
tutorials,lib/tutorialDedup,lib/tutorialDedup.js,RW,2,pedagogie
tutorials,lib/visitMascotDiagnostics,lib/visitMascotDiagnostics.js,R,1,terrain
tutorials,routes/context-comments,routes/context-comments.js,R,1,social
tutorials,routes/glossary,routes/glossary.js,R,1,pedagogie
tutorials,routes/learning-links,routes/learning-links.js,R,3,pedagogie
tutorials,routes/task-projects,routes/task-projects.js,R,2,taches
tutorials,routes/tasks,routes/tasks.js,R,1,taches
tutorials,routes/tutorials,routes/tutorials.js,RW,23,pedagogie
tutorials,routes/visit,routes/visit.js,R,2,terrain
tutorials,scripts/audit-pedago-content,scripts/audit-pedago-content.js,R,1,script
tutorials,scripts/fix-auto-increment,scripts/fix-auto-increment.js,RW,2,script
tutorials,scripts/profile-memory-scenarios,scripts/profile-memory-scenarios.js,R,1,script
tutorials,scripts/suggest-learning-links,scripts/suggest-learning-links.js,R,1,script
tutorials,server,server.js,R,1,transverse
usage_counters,lib/usage,lib/usage.js,RW,2,transverse
user_activity_events,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_activity_events,lib/userTracking,lib/userTracking.js,RW,2,identite
user_activity_events,scripts/purge-audit-logs,scripts/purge-audit-logs.js,RW,2,script
user_journal_article_assets,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_journal_article_assets,lib/fmUserJournal,lib/fmUserJournal.js,RW,4,pedagogie
user_journal_article_assets,routes/user-journal,routes/user-journal.js,RW,6,pedagogie
user_journal_articles,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_journal_articles,lib/fmUserJournal,lib/fmUserJournal.js,RW,5,pedagogie
user_journal_articles,routes/user-journal,routes/user-journal.js,RW,4,pedagogie
user_journal_articles,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
user_journal_imports,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_journal_imports,lib/fmUserJournal,lib/fmUserJournal.js,RW,3,pedagogie
user_journal_imports,routes/user-journal,routes/user-journal.js,RW,4,pedagogie
user_journal_imports,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
user_journal_observation_map,lib/fmUserJournal,lib/fmUserJournal.js,RW,2,pedagogie
user_plant_observation_events,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_plant_observation_events,lib/fmUserJournal,lib/fmUserJournal.js,R,1,pedagogie
user_plant_observation_events,lib/learningGatingProgress,lib/learningGatingProgress.js,R,1,pedagogie
user_plant_observation_events,routes/learning-gating,routes/learning-gating.js,R,1,pedagogie
user_plant_observation_events,routes/plants,routes/plants.js,RW,7,biodiversite
user_plant_observation_events,routes/stats,routes/stats.js,R,3,transverse
user_product_visits,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_product_visits,lib/userTracking,lib/userTracking.js,RW,5,identite
user_quiz_attempts,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_quiz_attempts,lib/learningGatingAcknowledge,lib/learningGatingAcknowledge.js,R,1,pedagogie
user_quiz_attempts,lib/learningGatingProgress,lib/learningGatingProgress.js,R,1,pedagogie
user_quiz_attempts,lib/quizQuestionStats,lib/quizQuestionStats.js,R,1,pedagogie
user_quiz_attempts,routes/quiz,routes/quiz.js,RW,6,pedagogie
user_rewards,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_rewards,lib/rewards,lib/rewards.js,RW,2,social
user_roles,lib/accountMerge,lib/accountMerge.js,RW,6,identite
user_roles,lib/learningGatingProgress,lib/learningGatingProgress.js,R,1,pedagogie
user_roles,lib/lti/identity,lib/lti/identity.js,R,1,identite
user_roles,lib/n3beurStudents,lib/n3beurStudents.js,R,2,identite
user_roles,lib/notifications,lib/notifications.js,R,1,social
user_roles,lib/rbac,lib/rbac.js,RW,8,identite
user_roles,lib/rbacRoleAssignment,lib/rbacRoleAssignment.js,R,1,identite
user_roles,lib/shared/participationGuards,lib/shared/participationGuards.js,R,1,social
user_roles,lib/studentDeletion,lib/studentDeletion.js,W,1,identite
user_roles,lib/studentProgressionSync,lib/studentProgressionSync.js,R,1,identite
user_roles,lib/studentTaskEnrollment,lib/studentTaskEnrollment.js,R,1,taches
user_roles,lib/tasks/taskQueries,lib/tasks/taskQueries.js,R,1,taches
user_roles,routes/auth,routes/auth.js,R,2,identite
user_roles,routes/groups,routes/groups.js,R,2,identite
user_roles,routes/rbac,routes/rbac.js,R,5,identite
user_roles,routes/students,routes/students.js,R,1,identite
user_roles,routes/tasks,routes/tasks.js,R,1,taches
user_roles,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,R,5,script
user_tutorial_reads,lib/accountMerge,lib/accountMerge.js,RW,4,identite
user_tutorial_reads,lib/fmUserJournal,lib/fmUserJournal.js,R,1,pedagogie
user_tutorial_reads,lib/learningGatingProgress,lib/learningGatingProgress.js,R,1,pedagogie
user_tutorial_reads,lib/taskTutorialPrerequisites,lib/taskTutorialPrerequisites.js,R,1,taches
user_tutorial_reads,lib/tutorialDedup,lib/tutorialDedup.js,W,2,pedagogie
user_tutorial_reads,routes/learning-gating,routes/learning-gating.js,R,1,pedagogie
user_tutorial_reads,routes/stats,routes/stats.js,R,3,transverse
user_tutorial_reads,routes/tutorials,routes/tutorials.js,RW,3,pedagogie
users,lib/accountMerge,lib/accountMerge.js,RW,8,identite
users,lib/adminPresence,lib/adminPresence.js,R,1,transverse
users,lib/auditLog,lib/auditLog.js,R,1,transverse
users,lib/auth/tokenEpoch,lib/auth/tokenEpoch.js,RW,2,identite
users,lib/effectiveRole,lib/effectiveRole.js,RW,5,identite
users,lib/groupMembers,lib/groupMembers.js,R,2,identite
users,lib/groupScope,lib/groupScope.js,R,2,identite
users,lib/identity,lib/identity.js,R,2,identite
users,lib/learningGatingAdmin,lib/learningGatingAdmin.js,R,1,pedagogie
users,lib/learningGatingProgress,lib/learningGatingProgress.js,R,1,pedagogie
users,lib/legacySchemaCleanup,lib/legacySchemaCleanup.js,W,2,migration-runtime
users,lib/lti/identity,lib/lti/identity.js,R,3,identite
users,lib/lti/session,lib/lti/session.js,R,1,identite
users,lib/moodle/apply,lib/moodle/apply.js,RW,6,identite
users,lib/moodle/conflicts,lib/moodle/conflicts.js,R,2,identite
users,lib/moodle/exempt,lib/moodle/exempt.js,RW,3,identite
users,lib/moodle/localState,lib/moodle/localState.js,R,1,identite
users,lib/moodle/pendingMatches,lib/moodle/pendingMatches.js,R,2,identite
users,lib/moodle/undo,lib/moodle/undo.js,RW,6,identite
users,lib/moodle/writers,lib/moodle/writers.js,RW,4,identite
users,lib/n3beurStudents,lib/n3beurStudents.js,R,2,identite
users,lib/notificationEvents,lib/notificationEvents.js,R,1,social
users,lib/notifications,lib/notifications.js,R,2,social
users,lib/pedagoSessionRuns,lib/pedagoSessionRuns.js,R,2,pedagogie
users,lib/profileUpdate,lib/profileUpdate.js,R,2,identite
users,lib/rbac,lib/rbac.js,RW,5,identite
users,lib/rbacRoleAssignment,lib/rbacRoleAssignment.js,R,2,identite
users,lib/realtime,lib/realtime.js,W,1,transverse
users,lib/shared/contextCommentsCore,lib/shared/contextCommentsCore.js,R,1,social
users,lib/shared/forumCore,lib/shared/forumCore.js,R,1,social
users,lib/shared/participationGuards,lib/shared/participationGuards.js,R,1,social
users,lib/staffPlanAccess,lib/staffPlanAccess.js,R,1,terrain
users,lib/studentDeletion,lib/studentDeletion.js,RW,2,identite
users,lib/studentProgressionSync,lib/studentProgressionSync.js,R,2,identite
users,lib/studentTaskEnrollment,lib/studentTaskEnrollment.js,R,1,taches
users,lib/tasks/studentActionContext,lib/tasks/studentActionContext.js,R,1,taches
users,lib/tasks/taskQueries,lib/tasks/taskQueries.js,R,1,taches
users,lib/teacherAdminSeed,lib/teacherAdminSeed.js,RW,4,migration-runtime
users,lib/userTracking,lib/userTracking.js,R,1,identite
users,middleware/requireTeacher,middleware/requireTeacher.js,R,2,identite
users,routes/auth,routes/auth.js,RW,36,identite
users,routes/groups,routes/groups.js,R,4,identite
users,routes/observations,routes/observations.js,R,4,biodiversite
users,routes/quiz,routes/quiz.js,R,1,pedagogie
users,routes/rbac,routes/rbac.js,RW,19,identite
users,routes/stats,routes/stats.js,R,6,transverse
users,routes/students,routes/students.js,RW,15,identite
users,routes/tasks,routes/tasks.js,R,3,taches
users,routes/user-journal,routes/user-journal.js,R,3,pedagogie
users,routes/visit,routes/visit.js,R,2,terrain
users,routes/visit/mascot,routes/visit/mascot.js,RW,2,terrain
users,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
users,scripts/backfill-users-unification,scripts/backfill-users-unification.js,RW,10,script
users,scripts/cleanup-dev-data,scripts/cleanup-dev-data.js,R,2,script
users,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,RW,8,script
users,scripts/export-anonymized-dump,scripts/export-anonymized-dump.js,RW,2,script
users,scripts/export-anonymized-fixture,scripts/export-anonymized-fixture.js,R,1,script
users,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,W,2,script
users,scripts/profile-memory-scenarios,scripts/profile-memory-scenarios.js,RW,3,script
users,scripts/reconcile-orphan-uploads,scripts/reconcile-orphan-uploads.js,R,1,script
v_food_web,routes/food-web,routes/food-web.js,R,3,biodiversite
v_visit_coverage,(aucun),,,0,
v_zone_inventory,routes/food-web,routes/food-web.js,R,1,biodiversite
visit_markers,lib/legacySchemaCleanup,lib/legacySchemaCleanup.js,W,2,migration-runtime
visit_markers,lib/mediaLibraryUsage,lib/mediaLibraryUsage.js,R,2,transverse
visit_markers,lib/planContent,lib/planContent.js,R,1,terrain
visit_markers,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,RW,4,transverse
visit_markers,lib/visitMascotDiagnostics,lib/visitMascotDiagnostics.js,R,1,terrain
visit_markers,lib/visitTargetCleanup,lib/visitTargetCleanup.js,W,1,terrain
visit_markers,routes/map,routes/map.js,RW,4,terrain
visit_markers,routes/visit,routes/visit.js,R,7,terrain
visit_markers,routes/visit/markers,routes/visit/markers.js,RW,5,terrain
visit_markers,routes/visit/media,routes/visit/media.js,R,3,terrain
visit_markers,routes/visit/sync,routes/visit/sync.js,RW,6,terrain
visit_markers,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
visit_mascot_pack_deletions,lib/accountMerge,lib/accountMerge.js,RW,4,identite
visit_mascot_pack_deletions,lib/visitMascotBuiltinSeed,lib/visitMascotBuiltinSeed.js,RW,3,terrain
visit_mascot_packs,lib/accountMerge,lib/accountMerge.js,RW,4,identite
visit_mascot_packs,lib/visitMascotBuiltinSeed,lib/visitMascotBuiltinSeed.js,RW,3,terrain
visit_mascot_packs,lib/visitMascotRegistry,lib/visitMascotRegistry.js,R,2,terrain
visit_mascot_packs,lib/visitMascotVisibility,lib/visitMascotVisibility.js,RW,2,terrain
visit_mascot_packs,routes/visit,routes/visit.js,R,1,terrain
visit_mascot_packs,routes/visit/mascot,routes/visit/mascot.js,RW,24,terrain
visit_mascot_packs,scripts/profile-memory-scenarios,scripts/profile-memory-scenarios.js,R,1,script
visit_mascot_sprite_library,lib/accountMerge,lib/accountMerge.js,RW,4,identite
visit_mascot_sprite_library,routes/visit/mascot,routes/visit/mascot.js,RW,11,terrain
visit_media,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,2,transverse
visit_media,lib/visitTargetCleanup,lib/visitTargetCleanup.js,RW,2,terrain
visit_media,routes/visit,routes/visit.js,R,1,terrain
visit_media,routes/visit/media,routes/visit/media.js,RW,16,terrain
visit_media,routes/visit/sync,routes/visit/sync.js,RW,3,terrain
visit_seen_anonymous,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,2,transverse
visit_seen_anonymous,lib/visitTargetCleanup,lib/visitTargetCleanup.js,W,1,terrain
visit_seen_anonymous,routes/visit,routes/visit.js,RW,5,terrain
visit_seen_anonymous,routes/visit/sync,routes/visit/sync.js,W,2,terrain
visit_seen_anonymous,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
visit_seen_students,lib/accountMerge,lib/accountMerge.js,RW,4,identite
visit_seen_students,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,2,transverse
visit_seen_students,lib/visitTargetCleanup,lib/visitTargetCleanup.js,W,1,terrain
visit_seen_students,routes/visit,routes/visit.js,RW,4,terrain
visit_seen_students,routes/visit/sync,routes/visit/sync.js,W,2,terrain
visit_tutorials,lib/tutorialDedup,lib/tutorialDedup.js,W,2,pedagogie
visit_tutorials,lib/visitMascotDiagnostics,lib/visitMascotDiagnostics.js,R,1,terrain
visit_tutorials,routes/visit,routes/visit.js,RW,4,terrain
visit_zones,lib/legacySchemaCleanup,lib/legacySchemaCleanup.js,W,2,migration-runtime
visit_zones,lib/mediaLibraryUsage,lib/mediaLibraryUsage.js,R,2,transverse
visit_zones,lib/planContent,lib/planContent.js,R,1,terrain
visit_zones,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,RW,4,transverse
visit_zones,lib/visitMascotDiagnostics,lib/visitMascotDiagnostics.js,R,1,terrain
visit_zones,lib/visitTargetCleanup,lib/visitTargetCleanup.js,W,1,terrain
visit_zones,routes/visit,routes/visit.js,R,8,terrain
visit_zones,routes/visit/media,routes/visit/media.js,R,3,terrain
visit_zones,routes/visit/sync,routes/visit/sync.js,RW,6,terrain
visit_zones,routes/visit/zones,routes/visit/zones.js,RW,5,terrain
visit_zones,routes/zones,routes/zones.js,RW,5,terrain
visit_zones,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
zone_categories,lib/locationCategories,lib/locationCategories.js,RW,4,terrain
zone_categories,routes/map-categories,routes/map-categories.js,W,1,terrain
zone_categories,routes/visit,routes/visit.js,R,1,terrain
zone_categories,routes/zones,routes/zones.js,R,1,terrain
zone_history,database,database.js,W,4,migration-runtime
zone_history,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,1,transverse
zone_history,routes/zones,routes/zones.js,RW,6,terrain
zone_history,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,RW,3,script
zone_history,scripts/purge-audit-logs,scripts/purge-audit-logs.js,RW,2,script
zone_photos,lib/entityPhotoRoutes,lib/entityPhotoRoutes.js,RW,11,terrain
zone_photos,lib/planContent,lib/planContent.js,R,1,terrain
zone_photos,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,W,1,transverse
zone_photos,routes/visit,routes/visit.js,R,1,terrain
zone_photos,routes/zones,routes/zones.js,RW,2,terrain
zone_photos,scripts/image-migration-report,scripts/image-migration-report.js,R,1,script
zone_photos,scripts/migrate-images-to-disk,scripts/migrate-images-to-disk.js,RW,3,script
zone_photos,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,RW,4,script
zone_photos,scripts/reconcile-orphan-uploads,scripts/reconcile-orphan-uploads.js,R,1,script
zone_species,lib/speciesJunction,lib/speciesJunction.js,RW,4,biodiversite
zone_species,scripts/import-biodiv-pedago,scripts/import-biodiv-pedago.js,RW,2,script
zones,database,database.js,RW,2,migration-runtime
zones,lib/entityPhotoRoutes,lib/entityPhotoRoutes.js,R,3,terrain
zones,lib/fmUserJournal,lib/fmUserJournal.js,R,2,pedagogie
zones,lib/legacySchemaCleanup,lib/legacySchemaCleanup.js,W,2,migration-runtime
zones,lib/locationCategories,lib/locationCategories.js,W,1,terrain
zones,lib/notificationEvents,lib/notificationEvents.js,R,1,social
zones,lib/notifications,lib/notifications.js,R,1,social
zones,lib/placeMessages,lib/placeMessages.js,R,2,terrain
zones,lib/planContent,lib/planContent.js,R,2,terrain
zones,lib/speciesJunction,lib/speciesJunction.js,R,1,biodiversite
zones,lib/sqliteGardenSqlExport,lib/sqliteGardenSqlExport.js,RW,10,transverse
zones,lib/taskDeadlineReminders,lib/taskDeadlineReminders.js,R,1,taches
zones,lib/tasks/taskQueries,lib/tasks/taskQueries.js,R,2,taches
zones,lib/visitNotesWrite,lib/visitNotesWrite.js,R,1,terrain
zones,routes/context-comments,routes/context-comments.js,R,1,social
zones,routes/food-web,routes/food-web.js,R,1,biodiversite
zones,routes/individuals,routes/individuals.js,R,1,biodiversite
zones,routes/map-categories,routes/map-categories.js,R,1,terrain
zones,routes/map-routes,routes/map-routes.js,R,3,terrain
zones,routes/observations,routes/observations.js,R,3,biodiversite
zones,routes/stats,routes/stats.js,R,1,transverse
zones,routes/task-projects,routes/task-projects.js,R,2,taches
zones,routes/tasks,routes/tasks.js,R,2,taches
zones,routes/tutorials,routes/tutorials.js,R,4,pedagogie
zones,routes/user-journal,routes/user-journal.js,R,3,pedagogie
zones,routes/visit,routes/visit.js,R,1,terrain
zones,routes/visit/sync,routes/visit/sync.js,RW,4,terrain
zones,routes/zones,routes/zones.js,RW,9,terrain
zones,scripts/anonymize-local-db,scripts/anonymize-local-db.js,W,1,script
zones,scripts/ensure-admin-and-audit-db,scripts/ensure-admin-and-audit-db.js,R,1,script
zones,scripts/gen-zones-lyautey-batiments,scripts/gen-zones-lyautey-batiments.js,RW,2,script
zones,scripts/migrate-sqlite-to-mysql,scripts/migrate-sqlite-to-mysql.js,RW,3,script
zones,scripts/report-marker-density,scripts/report-marker-density.js,R,1,script
